,log,date,year
187,NU students reported observing an intoxicated student on the ninth floor of International Village. Officers called an ambulance to transport the man to Beth Israel Deaconess Medical Center. A report was filed. ,2019-11-02 01:59:00,2019
188,An officer reported finding a fake driver’s license while searching an NU student’s wallet after it was turned in to lost and found. A report was filed. ,2019-11-02 01:42:00,2019
189,"An officer reported being given a box of fake IDs by the staff at Stetson East, who found it while returning a backpack to a student. A report was filed.",2019-11-02 16:14:00,2019
190,"An NU student reported a man unaffiliated with NU followed him from Krentzman Quad across Huntington Avenue. The student reported the man spat at him several times, but did not make any threats or display any weapons. The student reported he last saw the man near Dodge Hall. Officers reported locating the man via security camera in AfterHours and speaking to him. Officers reported the man had a criminal record and placed him under arrest for trespassing. A report was filed. ",2019-11-02 16:20:00,2019
191,A detective reported confiscating a fake ID from an NU student. A report was filed. ,2019-11-02 19:56:00,2019
192,The manager of Wollaston’s Market at Marino Recreation Center reported a shoplifter stole an orange soda and premade sandwich. A report was filed. ,2019-11-03 00:01:00,2019
193,An NU student reported her backpack was stolen while she was doing work in the Shillman Hall lobby. A report was filed. ,2019-11-03 16:22:00,2019
194,"An NU student reported his mountain bike was stolen from outside International Village, or IV. A report was filed.",2019-10-14 14:28:00,2019
195,The manager of Wollaston’s Market in Marino Recreation Center reported an NU student putting several items in his backpack. Officers responded and reported banning the student from both Wollaston’s locations. A report was filed.,2019-10-14 16:49:00,2019
196,An NU student reported his bike was stolen from the front stairs of 157 Hemenway St. A report was filed.,2019-10-14 22:59:00,2019
197,"A resident assistant, or RA, in IV reported finding a covered smoke detector during a health and safety inspection. A report was filed.",2019-10-15 21:00:00,2019
198,An NU student reported her purse was stolen from Marino Recreation Center. A report was filed.,2019-10-16 17:20:00,2019
199,An RA in 319 Huntington Ave. reported finding a covered smoke detector during a health and safety inspection. A report was filed.,2019-10-16 19:35:00,2019
200,An NU student reported his unsecured bike was stolen from outside Mugar Hall. A report was filed.,2019-10-17 10:40:00,2019
201,An officer reported finding a fake ID belonging to an NU student in a wallet that was turned in to lost and found. The officer reported speaking to the student. A report was filed.,2019-10-17 12:13:00,2019
202,A proctor in White Hall reported an intoxicated NU student entered without signing in. Officers responded and called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.,2019-10-18 21:21:00,2019
203,An NU student reported observing an intoxicated student throwing up outside the fourth floor elevators in East Village. Officers called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.,2019-10-18 22:15:00,2019
204,A proctor in Willis Hall reported observing an intoxicated student who was unable to walk. Officers called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.,2019-10-19 00:40:00,2019
205,An RA in Speare Hall reported observing an intoxicated student throwing up in the men’s bathroom. Officers responded and reported the student was conscious and alert and declined medical attention. A report was filed.,2019-10-19 00:40:00,2019
206,An RA in West Village B reported finding drug paraphernalia inside a room. Officers reported confiscating the paraphernalia and a small amount of a Class D substance. A report was filed. ,2019-10-19 13:31:00,2019
207,A woman unaffiliated with NU reported her bike was stolen from the rack in the North Lot. A report was filed.,2019-10-19 18:40:00,2019
208,"An NU student reported observing a man sleeping on the third floor sofas in West Village H. Officers responded and reported the man had a criminal record, an active warrant and had previously been banned from NU property. Officers placed the man under arrest for the warrant and for trespassing. A report was filed.  ",2019-10-19 19:31:00,2019
209,An NU student reported his friend was intoxicated and lying on the floor in East Village. Officers called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.,2019-10-19 22:30:00,2019
210,An NU student reported his hockey equipment was stolen from the laundry room in 337 Huntington Ave. A report was filed.,2019-10-20 15:42:00,2019
211,A cab driver reported that an NU student vomited in the back seat of his cab and refused to pay the fare. Officers responded and reported the student was not alert and was not able to answer basic biographical questions. Officers requested an ambulance to transport the student to Brigham and Women’s Hospital for further evaluation. A report was filed. ,2019-10-21 02:43:00,2019
212,An NU student reported his bike was stolen from the racks in front of the Behrakis Center. A report was filed.,2019-10-21 08:07:00,2019
213,An RA in White Hall reported finding marijuana on a table while conducting health and safety inspections. A report was filed. ,2019-10-21 18:40:00,2019
214,An NU student reported her headphones were stolen from a classroom in Snell Library. A report was filed.,2019-10-22 12:41:00,2019
215,An officer reported speaking to a man unaffiliated with NU in the Fenway neighborhood who was carrying a saw. Officers confiscated the saw and determined that it belonged to the construction crew on Symphony Road. Officers reported the man had a criminal record and will be summoned for receiving stolen property. A report was filed. ,2019-10-24 21:46:00,2019
